dest_id,dest_country,dest_name,dest_name_eng,dest_content,dest_reference,dest_money,dest_landscape,dest_fun,dest_tag,dest_img,dest_cnt,,dest_map
germany_01,독일,브란덴부르크 문,Brandenburg Gate,브란덴부르크 문(독일어: Brandenburger Tor)은 18세기에 베를린에 지어진 초기 고전주의 양식 개선문이다. 프로이센 왕국의 제4대 국왕인 프리드리히 빌헬름 2세가 바타비아 공화국과의 전쟁 이후 피폐해진 베를린을 복구할 때 함께 1788년부터 1791년까지 지었고 건축가는 칼 고트하르트 랑한스(de)이며 아테네의 아크로폴리스를 참고했다. 브란덴부르크 문은 서부 베를린 중심에 있다. 브란덴부르크 문에서는 역사적인 사건이 많이 일어났으며 지금은 단순히 독일만의 상징이 아니라 유럽 전체의 통합과 번영을 상징하는 건축물로 떠오르고 있다.,위키백과,0.01,0.2996498,0.4611978,"광장, 상징, 건물, 승리, 파리",https://youimg1.tripcdn.com/target/fd/tg/g4/M03/AA/6F/CggYHlXS6eeALq6NAAmwAuBIBTk681_C_760_506.jpg,0,,germany_brandenburg-gate_origin.csv
germany_02,독일,쾰른 대성당,Cologne Cathedral,"쾰른 대성당(독일어: Kölner Dom, 정식 명칭: Hohe Domkirche St. Peter)은 독일 쾰른에 있는 로마 가톨릭교회의 성당이다. 고딕 양식으로 지어졌다. 쾰른 대교구의 주교좌 성당이라 쾰른 주교좌 성당이라고도 불린다. 현재 쾰른 대교구의 교구장은 라이너 마리아 뵐키 추기경이다. 이 성당은 독일에서 가장 잘 알려진 건축물로, 성 바실리 대성당에 이어, 1996년 유네스코 세계유산으로 등재되었다. 유네스코에서는 쾰른 대성당을 일컬어 “인류의 창조적 재능을 보여주는 드문 작품”이라고 묘사하였다. 매일 2만여 명의 관광객이 이 성당을 찾는다. 쾰른 대성당은 높이 157.38미터로,[3] 울름 대성당에 이어 유럽에서 두 번째, 세계에서는 세 번째로 높은 로마네스크·고딕 양식 성당이다. 신성 로마 제국 시절 이탈리아 원정을 통해 가져온 동방 박사 3인의 유골함을 안치하기 위한 건축물로서 1248년부터 짓기 시작했다. 대성당은 고딕 양식으로 설계되었지만, 오랜 건축 기간을 거쳐 결국 1880년에 네오 고딕 양식으로 완공되었다. 완공 이후 1884년까지 세계에서 가장 높은 건축물이었다. 라인강변 언덕 위에 지어졌으며, 대성당 주변에는 쾰른 중앙역과 호엔촐레른 철교, 루트비히 박물관, 로마 게르만 박물관 등이 있다.",위키백과,0.32681848,0.41350024,0.10317283,"교회, 건물, 고딕, 웅장, 아름답다",https://youimg1.tripcdn.com/target/10070z000000o7lstEEB2_C_760_506.jpg,0,,germany_cologne-cathedral_origin.csv
germany_03,독일,노이슈반슈타인 성,Neuschwanstein Castle,"노이슈반슈타인성(독일어: Schloß/Schloss Neuschwanstein)은 바이에른의 왕 루트비히 2세가 지은 로마네스크 양식의 성이다. '신 백조 석성'(新白鳥石城)의 의미이다. 독일 바이에른주 퓌센(Füssen) 근교의 호엔슈방가우(Hohenschwangau)에 위치한다. 루트비히 2세가 음악가 리하르트 바그너의 오페라를 보고 큰 감명을 받아 지었으며, 필요한 자금은 국고에서 충당하지 않고 대부분 왕실 자금을 털어 지었다. 노이슈반슈타인성은 1886년에 루트비히 2세가 죽기 전까지 왕의 궁전으로 쓰일 용도로 지어졌으며, 그가 죽은 지 얼마 되지 않아 대중들에게 개방되었다. 매년 130만 명에 달하는 관광객들이 이 성을 찾아오며, 특히 여름에는 거의 매일 6,000여 명이 이 성을 관람한다.",위키백과,0.65399427,0.449572,0.34183538,"아름답다, 산, 동화, 왕, 루트비히",https://youimg1.tripcdn.com/target/100i0u000000izstbEF79_C_900_600.jpg_.webp?proc=source%2ftrip,0,,germany_neuschwanstein-castle_origin.csv
japan_01,일본,후지산,Mount Fuji,"후지산(일본어: 富士山)은 일본의 혼슈 중앙부, 시즈오카현(후지노미야시, 스소노시, 후지시, 고텐바시, 슨토군 오야마정)하고 야마나시현(후지요시다시, 미나미쓰루군 나루사와촌)의 경계에 있는 휴화산이며, 해발 3,776m로 일본의 극점 중 최고점에 속한다. 1707년부터 휴지기에 들어간 상태로, 도카이도 신칸센이 그 근처를 지나간다.일년 중 7월 내지 8월에 입산이 가능하며, 본래 여성의 입산이 금지되었다가 1868년부터 해금되었다. 맑은 날에는 100km 떨어진 도쿄에서도 보일 정도로 큰 후지산은 옛부터 일본의 상징이자 고대 신앙의 대상이 되어 왔다.2013년 6월 22일 제37차 세계유산 위원회 회의에서 후지산, 성스러운 장소 그리고 예술적 영감의 원천(영어: Fujisan, sacred place and source of artistic inspiration)이라는 이름으로 세계문화유산에 지정되었다.산의 경사가 급하고 산 정상이 깎여 있으며 1년중 5달정도 눈으로 뒤덮여 있다.수십만년 전부터 반복된 화산 활동으로 인해 형성된 성층 화산이며, 그 아름다운 풍모는 옛날부터 일본의 상징으로서 알려지고 있다. 만약 다시 대분화가 일어날 경우 폭발에너지는 약 7×10^24 에르그로 추정될 정도이다.",위키백과,0.65502418,0.47905119,0.6128362,"아름답다, 눈, 풍경, 정상, 구름",https://youimg1.tripcdn.com/target/100v1f000001h1du4B7C4_C_900_600.jpg_.webp?proc=source%2ftrip,0,,japan_fujimountain_review.csv
japan_02,일본,센소지,Sensoji,"센소지(일본어: 浅草寺, 천초사. Sensoji (Temple))는 일본 도쿄도 다이토구 아사쿠사에 있는 절로 도쿄에서 가장 큰 사찰이다.628년 스미다 강에서 백제인 히노구마 어부 형제가 던져놓은 그물에 걸린 관음상을 모시기 위해 사당을 지었다. 이후 승려 쇼카이가 645년에 절을 세운 것이 센소지의 유래로 알려져 있다. 에도 시대 후반에는 사원 내의 상점가와 연극 무대가 설치되어 있기도 했다. 그러나 관동 대지진과 2차 세계 대전 당시 대부분의 건물이 소실되고 현재의 건물들은 1960년 이후에 재건한 것이다.호조문은 도쿄 아사쿠사에 있는 센소지의 내부에 위치한 문이다. 센소지 외부에는 가미나리몬이 있다. 호조문은 보물을 보관하는 문이라는 뜻을 갖고 있다. 호조문은 2층짜리 문으로 이곳에는 센소지의 다양한 보물이 보관되어 있다.나카미세도리(仲見世通り)는 센소지를 배후로 둔 상점가이다. 18세기 초 센소지 주변에 살던 사람들은 센소지 앞에 상점을 열 수 있는 허가를 받았다. 하지만, 1885년 5월 정부는 재개발을 하기 위해 상점의 점주들에게 퇴거명령을 내렸다. 같은 해 12월 나카미세도리는 서양식 벽돌 건물로 재건됐다.고려 승려 혜허(慧虛)가 그린 고려불화 ''수월관음도'' (水月觀音圖. 일명 ''물방울 관음도''. 일본명 양류관음도(楊柳觀音圖))를 소장하고 있다.",위키백과,0.59405016,0.38410406,0.46992688,"사원, 절, 아사쿠사, 거리, 문",https://youimg1.tripcdn.com/target/100112000000sqg2jF3F1_C_760_506.jpg,0,,japan_sens-ji_origin.csv
japan_03,일본,도쿄 디즈니랜드,Tokyo Disneyland,"도쿄 디즈니랜드(영어: Tokyo Disneyland, 일본어: 東京ディズニーランド)는 일본 도쿄 근교의 지바현 우라야스시에 위치한 46만 5천 제곱미터 규모의 테마 파크이다. 미국 이외의 지역에서 건설된 첫 디즈니랜드로, 1983년 4월 15일 개장하였다. 월트 디즈니 이매지니어링이 캘리포니아의 디즈니랜드와 플로리다의 매직 킹덤과 같은 양식으로 건설한 공원이다. 주식회사 오리엔탈 랜드가 월트 디즈니 컴퍼니로부터 라이선스를 취득하여 있다. 공동 운영하는 도쿄 디즈니씨와 함께 유일하게 월트 디즈니 컴퍼니가 소유하지 않는 디즈니 공원이다. 도쿄 디즈니 랜드에는 각기 다른 테마로 나뉜 구역이 일곱 개 있고 그것들을 「테마랜드」라고 부른다. 각 테마랜드에 배치되는 어트랙션이나 물건 파는 상점, 음식점 및 장식류는 각 테마에 맞춰서 이미지가 통일되게 도모되고 있다. 원내의 시설은 어트랙션이외의 설비또한 모두 OCL직영이다. 파크 내에는 숍, 레스토랑, 서비스시설이 다수 존재한다.",위키백과,0.66402856,0.71029936,0.43647424,"공원, 프로젝트, 건설, 놀이기구, 재미",https://youimg1.tripcdn.com/target/100n1f000001gpc2a2633_C_760_506.jpg,0,,japan_tokyo-disneyland_origin.csv
japan_04,일본,도쿄 타워,Tokyo Tower,"도쿄 타워(일본어: 東京タワー 도쿄타와[*], 영어: Tokyo Tower)는 일본 도쿄도 미나토구에 있는 높이 333m의 종합 전파탑으로, 관광명소로서의 인기는 지금도 여전하다.  빨간색(또는 국제 표준 주황색)하고 하얀색이 교차하여 도색되어 있다(주소는 도쿄 도 미나토 구 시바코엔 4-2-8). 지상파 아날로그·디지털 텔레비전 방송(VHF·UHF) 및 FM 방송의 안테나로서 방송전파로서 방송전파를 송출하는 다른 동일본 여객철도(JR 동일본)의 열차 방호 무선장치용 안테나와 도쿄 도 환경국의 각종 측정기를 설치하였다. 2012년 근처에 634m의 도쿄 스카이 트리가 들어서기 전까지는 도쿄에서 제일 유명한 건축물이었다. 일본 최고층 마천루인 오사카 아베노바시 터미널 빌딩(60층, 300m)보다 33m가 더 높다.",위키백과,0.34850099,0.36320271,0.31576788,"아름답다, 야경, 밤, 건물, 티켓",https://youimg1.tripcdn.com/target/10010y000000m0ila4FD2_C_760_506.jpg,0,,japan_tokyotower_origin.csv
japan_05,일본,레고랜드 재팬,LEGOLAND Japan,"일본 나고야에 2017년 4월 1일에 개장한 레고랜드 재팬은 모든 연령대를 위한 광범위한 놀이 거리와 공연을 선보입니다. 레고로 만든 대형 피규어와 마주하면, 작은 벽돌이 불러일으킨 마법에 대해 사진을 찍고 경탄하지 않을 수 없습니다. 모든 면에서 개성 있는 레고와 함께 어른과 어린이 모두 즐길 수 있습니다.",trip.com,0.63120447,0.34658662,0.42685223,"레고, 공원, 어린이, 프로젝트, 놀다",https://youimg1.tripcdn.com/target/10020z000000n4qq1EAFE_C_760_506_Q70.jpg?proc=source%2ftrip,0,,japan_lego-land_origin.csv
korea_01,한국,남이섬,Namiseom,"남이섬(南怡ー)은 강원도 춘천시 남산면 방하리에 있는 섬이다. 남이 장군의 묘역이 있는 문화유적지이자 관광휴양지로 개발된 곳으로서 세계 122개국으로부터 130만명의 외국인관광객을 포함, 연간 총 330만명이 찾는 대한민국의 대표적인 관광지이다. 행정 구역상으로는 강원도 춘천시 남산면 방하리에 속해 있고 길은 경기도 가평군으로 통한다. 둘레가 약 5km로 작은 섬이지만 1960년대부터 나들이터로 이름을 떨쳤다. 현대에는 경춘선 복선 전철이 개통되면서 가평역에서 남이섬으로 바로 통한다. 한편 2010년 12월 세계에서 14번째, 한국에서는 최초로 유니세프 어린이친화공원(Unicef Child Friendly Park)에 선정되었다.",위키백과,0.38158248,0.51833386,0.45842495,"아름답다, 겨울, 풍경, 촬영, 가을",https://youimg1.tripcdn.com/target/0106z120008iw9z5cFB92_C_760_506.jpg,0,,korea_nami-island_origin.csv
korea_02,한국,남산타워,N SEOUL TOWER,"N서울타워(영어: N Seoul Tower)는 대한민국 서울특별시 용산구 용산동2가 남산 정상 부근에 위치한 전파 송출 및 관광용 타워이다. 1969년에 착공하여 1975년 7월 30일 완공되었다. 높이는 236.7m, 해발 479.7m이다. 수도권의 지상파 방송사들이 이 타워를 이용하여 전파를 송출한다. 전망대에서 서울 시내 전역을 내려다볼 수 있으며, 맑은 날씨에 찾는 관광지로 잘 알려져 있다. 남산에 있어서 보통 남산타워라고 널리 부르고, 서울에 있어서 서울타워라고 부르기도 하지만, 행정안전부에 등록된 정식 명칭은 YTN서울타워이다.",위키백과,0.45629232,0.39244728,0.6193888,"아름답다, 야경, 케이블카, 자물쇠, 서울",https://youimg1.tripcdn.com/target/100k0g0000007t2s9DEFA_C_760_506.jpg,0,,korea_n-seoul-tower_origin.csv
philippines_01,필리핀,마닐라 대성당,Manila Cathedral,"마닐라 대성당은 인트라무로스 내 로마광장에 있는 대주교좌성당으로 1581년 처음 건축되었고, 1981년 교황 바오로 2세에 의하여 소 바실리카로 지정되었습니다. 마닐라 대성당은 전쟁과 지진, 자연재해 등으로 파괴되었지만 여러 차례 로마네스크-비잔틴 양식의 설계를 유지하면서 재건되어 현재까지 자리하고 있습니다. 마닐라 대성당은 필리핀의 아름다운 스테인드글라스 창과 대성당의 역사를 새긴 대형 청동문이 특징입니다.",필리핀 관광부 웹페이지,0.39747256,0.38780541,0.29183876,"아름답다, 건물, 역사, 가톨릭, 웅장",https://youimg1.tripcdn.com/target/10020q000000gsq1q7DDC_C_760_506.jpg,0,,philippines_manila-cathedral_origin.csv
philippines_02,필리핀,오슬롭 고래상어 투어,Oslob Whale Shark Watching,"세부 오슬롭은 막탄 섬 남쪽 끝자락에 위치한 한적한 어촌 마을로 몸통 길이 12-18m, 몸무게 15-20톤에 달하는 고래상어를 볼 수 있는 곳 입니다. 고래상어는 거대한 몸집과는 달리 주로 플랑크톤, 오징어, 작은 물고기 등을 주식으로 하고 매우 온순하기 때문에 오슬롭에서 고래상어와 함께 수영을 할 수 있습니다.",필리핀 관광부 웹페이지,0.38518718,0.01,0.18512214,"경험, 시간, 세부, 수영, 보트",https://youimg1.tripcdn.com/target/100n0z000000npy852B7E_C_900_600.jpg_.webp?proc=source%2ftrip,0,,philippines_oslob-whale-shark-watchingl_origin.csv
philippines_03,필리핀,인트라무로스,Intramuros,"인트라무로스(Intramuros)는 16세기에 스페인인들에 의해 지어진 필리핀의 수도 마닐라에서 가장 오래된 지역으로, 파시그 강 남쪽에 위치한다. 그 명칭은 직역하면 스페인어로 ""벽 안에서""가 되며, 벽에 둘러싸인 도시 또는 요새를 의미하고, 또한 그 두껍고 높은 벽과 해자로 둘러싸인 구조를 표현한 것이다. 스페인 시대에는 인트라무로스가 마닐라 자체라고 생각되었다. 지금은 마닐라 입국관리국이 소재하고 있어 출입국 관련 업무를 보려는 외국인들이 많이 들르는 곳이다.",위키백과,0.46164928,0.20727269,0.06612065,"도시, 스페인, 역사, 건물, 마차",https://youimg1.tripcdn.com/target/100o10000000p00c78890_C_760_506_Q70.jpg?proc=source%2ftrip,0,,philippines_intramuros_origin.csv
Republic of South Africa_01,남아공,희망봉,Cape of Good Hope,"희망봉(喜望峯, 영어: Cape of Good Hope, 아프리칸스어: Kaap die Goeie Hoop, 네덜란드어: Kaap de Goede Hoop, 포르투갈어: Cabo da Boa Esperança)은 남아프리카 공화국의 대서양 해변에 있는 암석으로 이루어진 곶이다. 1488년에 포르투갈의 바르톨로뮤 디아스가 발견하여 '폭풍의 곶'(Cabo Tormentoso)이라 명명하였으나, 후에 포르투갈 왕 주앙 2세에 의해 ""희망의 곶""으로 개명되었다고 전해지고 있다.",위키백과,0.60172622,0.43456481,0.23370325,"파도, 아름답다, 바다, 풍경, 대서양",https://youimg1.tripcdn.com/target/0103t120009d0rquvB5E8_C_760_506_Q70.jpg?proc=source%2ftrip,0,,Republic of South Africa_cape-of-good-hope_origin.csv
russia_01,러시아,예카테리나 궁,Catherine Palace,"예카테리나 궁전(러시아어: Екатерининский дворец)은 러시아 상트페테르부르크에서 남동쪽으로 25km 떨어진 교외 지역인 푸시킨의 피서지인 차르스코예 셀로에 위치한 제정 러시아 시절의 궁전이다. 18세기 러시아 건축 예술의 산물이며, 궁전의 명칭은 표트르 대제의 황후이며 제2대 러시아 황제이기도 한 예카테리나 1세의 이름에서 유래한 것이다. 1717년 예카테리나 1세는 독일의 건축가 요한 프리드리히 브라운슈타인에게 자신의 즐거움을 위한 여름 궁전을 지을 것을 명령하였으며, 1743년 안나 이바노브나 치세에 완성되었다. 그 후, 1756년 5월 옐리자베타 페트로브나 황제의 명령에 따라 건축가 B.F.라스트렐리의 감독 아래 옛 구조물을 철거하고 대규모적인 규모로 훨씬 웅장하고 화려한 로코코 양식으로 개축되었다.",위키백과,0.76423966,0.54555451,0.29530609,"정원, 호박, 아름답다, 여왕, 화려하다",https://youimg1.tripcdn.com/target/10021f000001gxcyg142D_C_760_506_Q70.jpg?proc=source%2ftrip,0,,russia_catherine-palace_origin.csv
russia_02,러시아,붉은 광장,Red Square,"붉은 광장(러시아어: Красная площадь 크라스나야 플로샤디)은 러시아 모스크바에 있는 광장이다. 크렘린 궁을 도시와 분리시키는 경계 역할을 하며, 모스크바의 주요 도로와 거리들이 대부분 이 광장에서 뻗어나가기 때문에 모스크바의 중심부로 여겨진다. 붉은 광장이라는 이름은 광장의 바닥이 붉은색이어서도, 공산주의와도 관련이 있는 것이 아니라, 빨간색(붉은)[1]을 뜻하는 러시아어 형용사(крсный, 크라스느이)가 구 한국어에서 '아름다운(현대 러시아어에서 красивый, 크라시브이에 해당)'이라는 형용사였기 때문이다. 본래 성 바실리 대성당과 스파스카야 탑 중간에 있는 작은 구간이었으나, 후에 왕이 광장을 넓히기 위해 인근에 있는 건물들을 불태우면서까지 광장을 확장, 개축하였다.",위키백과,0.83894482,0.31716995,0.01,"역사, 건물, 크렘린, 아름답다, 퍼레이드",https://youimg1.tripcdn.com/target/100g0h0000008oohc4BB5_C_760_506_Q70.jpg?proc=source%2ftrip,0,,russia_red-square_origin.csv
russia_03,러시아,겨울 궁전,Winter Palace,"겨울 궁전(러시아어: Зимний дворец)은 러시아의 상트페테르부르크에 있는 궁전으로서 제정 러시아 군주의 겨울을 위해 1754~1762년에 지어졌다. 로코코 양식을 표방한 궁전은 바르토로미오 라스트렐리(Bartolomeo Rastrelli)가 초안을 만들었으며 연둣빛의 색조를 띤다. 1,786개의 문과 1,945개의 창문이 있다. 예카테리나 1세가 첫 번째 주인이 되었다. 궁전은 현재 회화 작품을 가장 많이 보유한 박물관이기도 한 에르미타쥬 미술관(State Hermitage Museum)의 복합단지에 자리하고 있다. 박물관의 일부로서 1,057개의 홀과 방이 일반에게 공개되어 있다. 1826년 군사 갤러리가 문을 열어 332개의 국방계 인사들의 초상화가 그려져 있다. 러시아의 2월 혁명 이후 겨울 궁전은 러시아 임시 정부 청사로도 쓰였다. 볼셰비키 정권의 겨울궁전 급습은 10월 혁명의 발단이 되기도 하였다.",위키백과,0.22307899,0.72857121,0.28804821,"박물관, 겨울, 예술, 컬렉션, 상트페테르부르크",https://youimg1.tripcdn.com/target/100n0h0000008op8a469A_C_760_506_Q70.jpg?proc=source%2ftrip,0,,russia_winter-palace_origin.csv
russia_04,러시아,모스크바 크렘린,The Moscow Kremlin,"모스크바 크렘린(러시아어: Московский Кремль 모스콥스키 크레믈, 문화어: 크레믈리)은 러시아의 수도 모스크바의 중심을 흐르는 모스크바강가에 있는 크렘린이다. 동쪽으로는 성 바실리 대성당과 붉은 광장이 있으며, 서쪽으로 알렉산드롭스키 정원이 있다. 모스크바 말고도 노브고로드, 니즈니노브고로드, 카잔, 아스트라한에도 크렘린이 있지만, 일반적으로 모스크바에 있는 크렘린을 가리키는 경우가 많다. 5개의 궁전, 4개의 성당, 벽과 탑들로 이루어져 있다. 과거에는 모스크바의 차르 궁전이었으나, 현재 러시아의 대통령 관저와 박물관으로 쓰이고 있다. 2017년에 274만 명의 관광객들이 다녀갔다. '크렘린'은 요새 안의 도시라는 뜻을 가졌으며, 백악관이나 청와대와 같이, 러시아의 연방정부를 칭할 때 쓰는 고유명사화되었다. 전에는 소비에트 연방 중앙정부 지도자와 최고위 간부들을 통칭하는 단어이기도 하였다.",위키백과,0.76423966,0.54555451,0.29530609,"궁전, 정원, 호박, 아름답다, 여왕",https://youimg1.tripcdn.com/target/100910000000p33mj2A94_C_760_506_Q70.jpg?proc=source%2ftrip,0,,russia_catherine-palace_origin.csv
switzerland_01,스위스,융프라우 산,Jungfrau,"융프라우(독일어: Jungfrau)는 스위스 베른 알프스의 주요 고봉 중 하나로 해발 4,158m를 가진 봉우리이다. 베른주의 북부와 발레주의 남부 사이에, 인터라켄과 피쉬(Fiesch) 사이에 위치해 있다. 융프라우는 아이거, 묀히와 함께 베르너 오버란트와 스위스 알프스의 가장 독특한 광경 중 하나인 스위스 고원(Swiss Plateau)이 내려다보이는 거대한 산의 벽을 형성한다. 정상은 1811년 8월 3일 아라우의 마이어 형제와 발레주에서 온 두 명의 샤무아 사냥꾼에 의해 처음으로 정복되었다. 이 등반은 빙하와 베른 알프스의 높은 고갯길에서의 오랜 탐험에 이은 것이다. 1865년이 되어서야 북쪽의 직통 노선이 개통되었다. 20세기 초, 융프라우 철도는 클라이네 샤이덱과 융프라우 사이의 능선을 연결하는 철도 건설로 알프스 산맥에서 사람들이 가장 많이 찾는 곳 중 하나가 되었다. 융프라우는 알레취 빙하와 함께 융프라우 알레취 지역의 일부이며 2001년 세계문화유산으로 지정되었다. ",위키백과,0.50835256,0.30776658,0.23917071,"눈, 아름답다, 기차, 풍경, 정상",https://youimg1.tripcdn.com/target/100c0z000000nim74B88F_C_760_506.jpg,0,,switzerland_jungfrau_origin.csv
